Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
JP6964300B2,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112678790B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112678790B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112678790B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112679036A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112679036A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112678933A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112678933A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112678933A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN112624502B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112624502B,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN112624502B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212924648U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212924648U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN212924648U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20220227652A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20220227652A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US20220227652A1,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN112608005A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112608005A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112607929A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112607929A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112607929A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112607928A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112607928A,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN112607928A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112551659B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112551659B,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN112551659B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112551498A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112551498A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112551498A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN112551500A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112551500A,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN112551500A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112520717A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112520717A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112520717A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN112520717A,RECOVERED RESOURCE APPLICATIONS,ELECTRONICS/ SEMICONDUCTOR,,,
CN112499606B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112499606B,RECOVERY TECHNOLOGY,ELECTRODIALYSIS,,,
CN112499606B,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN112499606B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN112452117A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112452117A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112452117A,RECOVERY SOURCES,ACTIVATED CARBON PRODUCTION PROCESS,,,
CN112452117A,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN212655475U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN212655475U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN212655475U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112429870A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112429870A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112429870A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112429870A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112429752A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112429752A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112429752A,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN112429752A,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN212609575U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212609575U,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN212609575U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN212609575U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112374476A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112374476A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112374476A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN112355039B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112355039B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112337439A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112337439A,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN112337439A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112340716A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112340716A,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN112340716A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN112340716A,RECOVERED RESOURCE APPLICATIONS,ELECTRONICS/ SEMICONDUCTOR,,,
CN112322355A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112322355A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112322355A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112331949B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112331949B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112331949B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112320776B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112320776B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112320776B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN112320776B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN112320776B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN212440441U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN212440441U,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN112299497A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112299497A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112279478A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112279478A,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN112279478A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212425812U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212425812U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN212425812U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212425593U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212425593U,RECOVERY TECHNOLOGY,AEROBIC TREATMENT,,,
CN212425593U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212425817U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212425817U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN212425817U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212425448U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN212425448U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN212425448U,RECOVERY SOURCES,ACTIVATED CARBON PRODUCTION PROCESS,,,
CN212425448U,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
EP3770113A1,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
EP3770113A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3770113A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
EP3770113A1,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN212374974U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212374974U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112225192A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112225192A,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN112225192A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212362046U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212362046U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN212362046U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN212356863U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN212356863U,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN212356863U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112176346A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112176346A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112176346A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN112176346A,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN112142150A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112142150A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112142150A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN212246635U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN212246635U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN212246635U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112125483A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112125483A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112125483A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112094025A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112094025A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112094025A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112093981A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112093981A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN112093981A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112094004A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112094004A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN112094004A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
KR102191378B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102191378B1,RECOVERY TECHNOLOGY,USING ACIDS,,,
KR102191378B1,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
KR102191378B1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112079406B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112079406B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112079406B,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN112062112B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN112062112B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN112062112B,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN112028400B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112028400B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN112028419B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN112028419B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN112028419B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
KR102252690B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102252690B1,RECOVERY TECHNOLOGY,USING ACIDS,,,
KR102252690B1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
KR102252690B1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
EP3976558A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
EP3976558A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3976558A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
EP3976558A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
EP3976558A1,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN212050611U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN212050611U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN212050611U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111994926A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111994926A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN111994926A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN111943444B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111943444B,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN111943444B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211946744U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN211946744U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN211946744U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111892031B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111892031B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111892031B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111892227A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111892227A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111892229B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111892229B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111892229B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111875210A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111875210A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111875210A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211847273U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN211847273U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111847805A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111847805A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111847805A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211814003U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN211814003U,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN211814003U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211814003U,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111847644A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111847644A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111777279A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111777279A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211688666U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN211688666U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN211688666U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111747530A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111747530A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211619947U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN211619947U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111704304A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111704304A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111704304A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111689482A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111689482A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111689482A,RECOVERY SOURCES,ACTIVATED CARBON PRODUCTION PROCESS,,,
CN211546286U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN211546286U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111675404A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111675404A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111675404A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111675404A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN111675404A,RECOVERED RESOURCE APPLICATIONS,METALLURGY/ COAL INDUSTRY,,,
KR102311262B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102311262B1,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
KR102311262B1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
AU2020101661A4,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
AU2020101661A4,RECOVERY SOURCES,OTHER WASTEWATER,,,
AU2020101669A4,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
AU2020101669A4,RECOVERY TECHNOLOGY,USING ACIDS,,,
AU2020101669A4,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111646674A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111646674A,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN111646674A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111646444B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111646444B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111646444B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN211445063U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN211445063U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN211445063U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111591966B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111591966B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111591966B,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN111591968A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111591968A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111591968A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111591967A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111591967A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN111591967A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN111591967A,RECOVERED RESOURCE APPLICATIONS,ELECTRONICS/ SEMICONDUCTOR,,,
EP3927659A1,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
EP3927659A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3927659A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
WO2022003371A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
WO2022003371A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
WO2022003371A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
EP3760605A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
EP3760605A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3760605A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111584980A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111584980A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
EP3696142A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
EP3696142A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3696142A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111544972A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111544972A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111544972A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN111533098A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111533098A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111533098A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111533407A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111533407A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111533407A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111514599A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111514599A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111514599A,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN111514599A,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN111517580A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111517580A,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN111517580A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111517296A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111517296A,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN111517296A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111498826A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111498826A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111499069A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111499069A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111499069A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20220119289A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20220119289A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20220119289A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111483996A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111483996A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111484214A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111484214A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111484214A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
EP3917887A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
EP3917887A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3917887A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111453837B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111453837B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111410379B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111410379B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111410379B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111392997B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111392997B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111392997B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
WO2021164157A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
WO2021164157A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111362403A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111362403A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111362561A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111362561A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111362561A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210885551U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN210885551U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN210885551U,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111348782A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111348782A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111348782A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111348636A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111348636A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111348636A,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN111348633A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111348633A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111333178B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111333178B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111333178B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111333178B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US20220073352A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20220073352A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20220073352A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US20220073352A1,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111302552A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111302552A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN111302552A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN210764911U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210764911U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN210764911U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210764909U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210764909U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN210764909U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111285493B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111285493B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111268848A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111268848A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111268848A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111268848A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111268659A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111268659A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
US20220017366A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20220017366A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20220017366A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20220017366A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US20220017366A1,RECOVERED RESOURCE APPLICATIONS,MEDICAL/ PHARMACEUTICAL/ BIOLOGICAL INDUSTRY,,,
US20220017366A1,RECOVERED RESOURCE APPLICATIONS,FOOD INDUSTRY,,,
