Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN109220593B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109220593B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109220593B,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN109220593B,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109219014A,DATA ANALYTICS,IOT,,,
CN109219014A,DATA ANALYTICS,BIG DATA,,,
CN109219014A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN109219014A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN109219014A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN109219014A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109219014A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109219014A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109219014A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN208334944U,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
CN208334944U,DATA ANALYTICS,IOT,,,
CN208334944U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN208334944U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN208334944U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN208334944U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN208334944U,APPLICATIONS,PREDICTIONS,YIELD,,
CN208334944U,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN208334944U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109164808B,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN109164808B,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN109166048A,DATA STORING/ SHARING TECHNOLOGIES,DEVICE MEMORY,,,
CN109166048A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109166048A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109166048A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN109166048A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN109089661A,DATA ANALYTICS,IOT,,,
CN109089661A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109089661A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN109089661A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109062290A,DATA ANALYTICS,BIG DATA,,,
CN109062290A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109062290A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109062290A,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
CN109062290A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR1020180134575A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
KR1020180134575A,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
KR1020180134575A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR1020180134575A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020180134575A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109041002B,DATA ANALYTICS,IOT,,,
CN109041002B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020180130741A,DATA ANALYTICS,BIG DATA,,,
KR1020180130741A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR1020180130741A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
KR1020180130741A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020180130741A,PARAMETERS MONITORED,WEATHER,,,
KR1020180130741A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
KR1020180130741A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
KR1020180130741A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
KR1020180130741A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108881423A,DATA ANALYTICS,IOT,,,
CN108881423A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN108881423A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN108881423A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN108881423A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108881423A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN108881423A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108876651A,PARAMETERS MONITORED,PEST AND DISEASE,,,
TWM570499U,DATA ANALYTICS,BIG DATA,,,
TWM570499U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
TWM570499U,APPLICATIONS,DATA REPRESENTATION,OTHER DATA REPRESENTATION WAYS,,
CN108829162A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108829162A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108830870B,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
CN108830870B,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US10410334B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
US10410334B2,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
US10410334B2,PARAMETERS MONITORED,WEATHER,,,
US10410334B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US10410334B2,APPLICATIONS,DATA REPRESENTATION,REPORT,,
US10410334B2,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US10410334B2,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US10395355B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
US10395355B2,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
US10395355B2,PARAMETERS MONITORED,WEATHER,,,
US10395355B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US10395355B2,APPLICATIONS,DATA REPRESENTATION,REPORT,,
US10395355B2,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US10395355B2,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US10748081B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
US10748081B2,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
US10748081B2,PARAMETERS MONITORED,WEATHER,,,
US10748081B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US10748081B2,APPLICATIONS,DATA REPRESENTATION,REPORT,,
US10748081B2,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US10748081B2,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US20220012385A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
US20220012385A1,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
US20220012385A1,PARAMETERS MONITORED,WEATHER,,,
US20220012385A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220012385A1,APPLICATIONS,DATA REPRESENTATION,REPORT,,
US20220012385A1,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US20220012385A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US10838936B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
US10838936B2,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
US10838936B2,PARAMETERS MONITORED,WEATHER,,,
US10838936B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US10838936B2,APPLICATIONS,DATA REPRESENTATION,REPORT,,
US10838936B2,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US10838936B2,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US10943173B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
US10943173B2,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
US10943173B2,PARAMETERS MONITORED,WEATHER,,,
US10943173B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US10943173B2,APPLICATIONS,DATA REPRESENTATION,REPORT,,
US10943173B2,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US10943173B2,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
CN108733105A,DATA ANALYTICS,IOT,,,
CN108733105A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN108733105A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN108733105A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108733105A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN108733105A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR101904052B1,DATA ANALYTICS,IOT,,,
KR101904052B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR101904052B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR101904052B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR101904052B1,APPLICATIONS,DATA REPRESENTATION,REPORT,,
CN108594779B,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
CN108594779B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108594779B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN207897590U,DATA ANALYTICS,IOT,,,
CN207897590U,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
CN207897590U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN207897590U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108522221A,DATA ANALYTICS,BIG DATA,,,
CN108522221A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108522221A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN108522221A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN108522221A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108522221A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108522221A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN108522221A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108536064A,DATA ANALYTICS,BIG DATA,,,
CN108536064A,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
CN108536064A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN108536064A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN108536064A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108536064A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108536064A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108512936A,DATA ANALYTICS,BIG DATA,,,
CN108512936A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108512936A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108512936A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN108512936A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN108512936A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108494878A,DATA ANALYTICS,IOT,,,
CN108494878A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108494878A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN108494878A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108469776A,DATA ANALYTICS,IOT,,,
CN108469776A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN108469776A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108469776A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN108469776A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR101955022B1,DATA ANALYTICS,IOT,,,
KR101955022B1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
KR101955022B1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR101955022B1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
KR101955022B1,PARAMETERS MONITORED,PLANT GROWTH,,,
KR101885058B1,DATA ANALYTICS,CLOUD COMPUTING,,,
KR101885058B1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR101885058B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR101885058B1,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR1020180093417A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020180093417A,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
KR1020180093417A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020180093417A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108356840A,DATA ANALYTICS,OTHERS (DATA ANALYTICS),,,
CN108356840A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108356840A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108356840A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108347711B,DATA ANALYTICS,IOT,,,
CN108347711B,DATA STORING/ SHARING TECHNOLOGIES,DEVICE MEMORY,,,
CN108347711B,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
CN108347711B,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN108347711B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN108347711B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108347711B,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN108347711B,APPLICATIONS,DATA REPRESENTATION,REPORT,,
KR1020180076766A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR1020180076766A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
KR1020180076766A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020180076766A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR101866702B1,DATA ANALYTICS,IOT,,,
KR101866702B1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR101866702B1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
KR101866702B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR101866702B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR101866702B1,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108228584A,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
CN108228584A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108228584A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108181960A,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
CN108181960A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108181960A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR102174466B1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
KR102174466B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR102174466B1,APPLICATIONS,DATA REPRESENTATION,TABLES,,
US10579460B2,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US10579460B2,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US10579460B2,APPLICATIONS,DATA REPRESENTATION,TABLES,,
TW201833860A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
TW201833860A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
TW201833860A,PARAMETERS MONITORED,PLANT GROWTH,,,
TW201833860A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN108061571B,DATA ANALYTICS,IOT,,,
CN108061571B,DATA ANALYTICS,BIG DATA,,,
CN108061571B,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN108061571B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108061571B,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN108029515A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN108029515A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108029515A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN108029515A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN108029515A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108008703A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108008703A,PARAMETERS MONITORED,WEATHER,,,
CN108008703A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN107909504A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN107909504A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107909504A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN107909504A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN107909504A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN107909504A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR101846943B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
KR101846943B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
KR101846943B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR101846943B1,PARAMETERS MONITORED,PLANT GROWTH,,,
KR101846943B1,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
KR101846943B1,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR101846943B1,APPLICATIONS,OTHER APPLICATIONS,,,
CN107864142A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN107864142A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN107845020A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN107845020A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107845020A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN107845020A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
EP3510525B1,DATA ANALYTICS,IOT,,,
EP3510525B1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
EP3510525B1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
EP3510525B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
EP3510525B1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
EP3510525B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN201741047021A,DATA ANALYTICS,IOT,,,
IN201741047021A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN201741047021A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
IN201741047021A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
IN201741047021A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN201741047021A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN201741047021A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206787614U,DATA ANALYTICS,IOT,,,
CN206787614U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN206787614U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN206787614U,COMMUNICATION TECHNOLOGIES,RF (RADIO FREQUENCY),,,
CN206787614U,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN206787614U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN206787614U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206787614U,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN206787614U,APPLICATIONS,DATA REPRESENTATION,REPORT,,
CN107493335A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107493335A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN107493335A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN107483589A,DATA ANALYTICS,IOT,,,
CN107483589A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN107483589A,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
CN107483589A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN107483589A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107450488A,DATA ANALYTICS,IOT,,,
CN107450488A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN107450488A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN107450488A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN107450488A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206686215U,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN206686215U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206686215U,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN107396292B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN107396292B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN107396292B,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
KR101799995B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR101799995B1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN107360236B,DATA STORING/ SHARING TECHNOLOGIES,DEVICE MEMORY,,,
CN107360236B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN107360236B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107318494A,DATA ANALYTICS,IOT,,,
CN107318494A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN107318494A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107318494A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN107318494A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN206584190U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN206584190U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN206573960U,DATA ANALYTICS,IOT,,,
CN206573960U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN206573960U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206573960U,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN206573960U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN107291128A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN107291128A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN107291128A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN107291128A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN107291128A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107291128A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN107255976A,DATA ANALYTICS,IOT,,,
CN107255976A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN107255976A,PARAMETERS MONITORED,FARM YIELD,,,
CN107255976A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN107255976A,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN107241390A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
CN107241390A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN107241390A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107241390A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
WO2018232845A1,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
WO2018232845A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
WO2018232845A1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
WO2018232845A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2018232845A1,PARAMETERS MONITORED,WEATHER,,,
WO2018232845A1,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
WO2018232845A1,APPLICATIONS,PREDICTIONS,COST,,
CN206480304U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN206480304U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN206480304U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206480304U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN107105062A,DATA ANALYTICS,IOT,,,
CN107105062A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN107105062A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN107105062A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107105062A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN107105062A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN107105062A,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
CN107093316A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN107093316A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN107093316A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107093316A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN107093177A,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN107018202A,DATA ANALYTICS,IOT,,,
CN107018202A,DATA ANALYTICS,BIG DATA,,,
CN107018202A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN107018202A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN107018202A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN206282166U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN206282166U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN206282166U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106873676A,DATA ANALYTICS,IOT,,,
CN106873676A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN106873676A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106873676A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN106873676A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN206209441U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN206209441U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN206209441U,PARAMETERS MONITORED,WEATHER,,,
CN106780068A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN106780068A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN106780068A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN106780068A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
