Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN114634547A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114634563A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114634563A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114634554A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114634554A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
US20220195396A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220195396A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220195396A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220195396A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220195396A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
WO2022125746A3,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
WO2022125746A3,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
WO2022125746A3,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114617268A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114617268A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114621319A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114621319A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114621319A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114617982A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114617982A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114621323A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114621323A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114621323A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114621323A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114621337A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114621337A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114621337A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114621337A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114621316A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114621316A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114621316A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114621120A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114621120A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114621120A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114621120A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114605496A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114605496A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114605496A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114605498A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114605498A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114605498A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220184123A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220184123A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220184123A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220184123A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220184123A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114591397A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114591397A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114591397A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114591397A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114592026A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114592026A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114591416A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114591416A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114591416A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114591396A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114591396A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114591402A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114591402A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114591402A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114573635A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114573635A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114573635A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114573635A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114569483A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114569483A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114573684A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114573684A,APPLICATIONS,LIVESTOCK INDUSTRY,,,
CN114573707A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114573707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114573707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114573707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114573707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114573707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114573664A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114573664A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114573664A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114573664A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
IN201721013110A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
IN201721013110A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114560913A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114560913A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114560913A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114560913A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114560927A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114560927A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114558106A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114558106A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114558106A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114540448A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114540448A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114540363A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN114540363A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114540363A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114538972A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114538972A,APPLICATIONS,AGRICULTURE INDUSTRY,,,
CN114540445A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114540445A,APPLICATIONS,LIVESTOCK INDUSTRY,,,
CN114540445A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114539380A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114539380A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114539380A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114540450A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114540450A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220168380A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220168380A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114522140A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114522140A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114522140A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114525230A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114525230A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114524860A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114524860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114524860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114517168A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114517168A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114517168A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114517168A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220162444A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220162444A1,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
US20220162444A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
IN202241021969A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
IN202241021969A,APPLICATIONS,AGRICULTURE INDUSTRY,,,
CN114504636A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114504636A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114504636A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114507270A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114507270A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114507270A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114507270A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN114470147A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114470147A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114470147A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114478707A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114478707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114478707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114478707A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114480540A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114480540A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114480540A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114480540A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114480540A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114478708A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114478708A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114478708A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114478729A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114478729A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114478706A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114478706A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114478706A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114478706A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114478693A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114478693A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114478698A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114478698A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114478698A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114470150A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114470150A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114470150A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114478700A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114478700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114478700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114478700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114478700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114470158A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114470158A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114470158A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114470158A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
RU2771492C1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
RU2771492C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
RU2771492C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
RU2771492C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
RU2771492C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
RU2771492C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
RO135638A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
RO135638A2,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
RO135638A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
LU500790B1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
LU500790B1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
LU500790B1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114456233A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114456233A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114456233A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
CN114456233A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114456276A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114456276A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114456276A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114456230A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114456230A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114456230A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114432428A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114432428A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114432428A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
CN114432428A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114432428A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114438155A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114438155A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114438155A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114438155A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114437172A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114437172A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114437174A,FOCUS AREA,PEPTIDES,OLIGO-PEPTIDES,,
CN114437174A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114437174A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114437174A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN114437174A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114437174A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114437182A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114437182A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114437182A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114437182A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
TWM626337U,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
TWM626337U,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114409763A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114409763A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114409761A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114409761A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114409761A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114409735A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114409735A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114409735A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114409735A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114409735A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114409735A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114410720A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114410720A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114409738A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114409738A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114409730A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114409730A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114409730A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114409737A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114409737A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114409737A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114409737A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114404560A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114404560A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114404560A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114404582A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114404582A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114404582A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114404582A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114404582A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220125907A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220125907A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114395596A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114395596A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114395596A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114395596A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114395600A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114395600A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114395600A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114377107A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114377107A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114377107A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114381488A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114381488A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114381488A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114377108A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114377108A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114377108A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114366803A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114366803A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114366803A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114371289A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114371289A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114371289A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114369155A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114369155A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114369143A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
